D:/keras-retinanet/train/badf2d31cdbd.jpg,43,104,96,181,opacity
D:/keras-retinanet/train/badf2d31cdbd.jpg,175,66,203,134,opacity
D:/keras-retinanet/train/8d95766f633e.jpg,161,93,220,200,opacity
D:/keras-retinanet/train/1951ac929b71.jpg,24,70,93,235,opacity
D:/keras-retinanet/train/1951ac929b71.jpg,137,73,208,248,opacity
D:/keras-retinanet/train/69522a81a9b6.jpg,161,114,237,206,opacity
D:/keras-retinanet/train/69522a81a9b6.jpg,18,138,98,215,opacity
D:/keras-retinanet/train/98e895293a8c.jpg,132,79,225,219,opacity
D:/keras-retinanet/train/98e895293a8c.jpg,8,62,88,220,opacity
D:/keras-retinanet/train/d176b5544d10.jpg,163,72,228,202,opacity
D:/keras-retinanet/train/d176b5544d10.jpg,40,158,128,211,opacity
D:/keras-retinanet/train/8029bfa40f02.jpg,80,95,116,138,opacity
D:/keras-retinanet/train/8029bfa40f02.jpg,159,115,219,154,opacity
D:/keras-retinanet/train/afb37f29165d.jpg,155,77,236,159,opacity
D:/keras-retinanet/train/afb37f29165d.jpg,56,32,108,74,opacity
D:/keras-retinanet/train/7b0d8d2e8a45.jpg,25,67,94,204,opacity
D:/keras-retinanet/train/7b0d8d2e8a45.jpg,122,51,203,192,opacity
D:/keras-retinanet/train/ea608cd740a5.jpg,187,152,223,182,opacity
D:/keras-retinanet/train/82ad2f6b6dd1.jpg,56,116,100,154,opacity
D:/keras-retinanet/train/d14352da3a40.jpg,49,16,125,148,opacity
D:/keras-retinanet/train/d14352da3a40.jpg,147,19,237,153,opacity
D:/keras-retinanet/train/8b86757fa9fe.jpg,37,161,89,188,opacity
D:/keras-retinanet/train/d4543383eeea.jpg,20,65,85,226,opacity
D:/keras-retinanet/train/d4543383eeea.jpg,136,86,198,215,opacity
D:/keras-retinanet/train/3198e7526afc.jpg,54,165,94,200,opacity
D:/keras-retinanet/train/12b278488315.jpg,41,129,88,171,opacity
D:/keras-retinanet/train/12b278488315.jpg,195,109,220,172,opacity
D:/keras-retinanet/train/1160b9f2f639.jpg,172,146,209,181,opacity
D:/keras-retinanet/train/648c3ab1901d.jpg,151,148,242,244,opacity
D:/keras-retinanet/train/648c3ab1901d.jpg,10,45,102,244,opacity
D:/keras-retinanet/train/62235a2912fe.jpg,32,107,70,184,opacity
D:/keras-retinanet/train/62235a2912fe.jpg,174,130,206,193,opacity
D:/keras-retinanet/train/a78f01529895.jpg,151,56,184,146,opacity
D:/keras-retinanet/train/a78f01529895.jpg,45,69,78,130,opacity
D:/keras-retinanet/train/a10ebe4a5522.jpg,67,70,119,140,opacity
D:/keras-retinanet/train/a10ebe4a5522.jpg,161,88,214,168,opacity
D:/keras-retinanet/train/db22a76373b1.jpg,169,131,235,193,opacity
D:/keras-retinanet/train/c7b15df55367.jpg,22,154,58,221,opacity
D:/keras-retinanet/train/c7b15df55367.jpg,180,129,209,203,opacity
D:/keras-retinanet/train/7bbe8f7dc795.jpg,26,55,112,155,opacity
D:/keras-retinanet/train/7bbe8f7dc795.jpg,155,57,217,164,opacity
D:/keras-retinanet/train/705b277c5f03.jpg,55,83,114,222,opacity
D:/keras-retinanet/train/705b277c5f03.jpg,188,65,248,221,opacity
D:/keras-retinanet/train/6739839069f8.jpg,42,93,97,223,opacity
D:/keras-retinanet/train/6739839069f8.jpg,138,82,212,215,opacity
D:/keras-retinanet/train/6d496f79fe93.jpg,206,92,256,207,opacity
D:/keras-retinanet/train/6d496f79fe93.jpg,48,0,133,183,opacity
D:/keras-retinanet/train/f658eafd6b22.jpg,18,45,90,196,opacity
D:/keras-retinanet/train/f658eafd6b22.jpg,120,32,222,185,opacity
D:/keras-retinanet/train/ae51872bd2a0.jpg,164,52,230,193,opacity
D:/keras-retinanet/train/ae51872bd2a0.jpg,31,58,104,202,opacity
D:/keras-retinanet/train/f3db55688feb.jpg,61,28,119,129,opacity
D:/keras-retinanet/train/f3db55688feb.jpg,179,69,228,164,opacity
D:/keras-retinanet/train/c0029eae23ca.jpg,36,22,125,181,opacity
D:/keras-retinanet/train/c0029eae23ca.jpg,164,74,223,211,opacity
D:/keras-retinanet/train/73368068ce90.jpg,24,132,53,229,opacity
D:/keras-retinanet/train/73368068ce90.jpg,178,83,232,232,opacity
D:/keras-retinanet/train/42741418faa7.jpg,46,9,87,124,opacity
D:/keras-retinanet/train/42741418faa7.jpg,172,47,199,88,opacity
D:/keras-retinanet/train/d4a95c651918.jpg,33,53,96,128,opacity
D:/keras-retinanet/train/2909830fc390.jpg,139,45,230,223,opacity
D:/keras-retinanet/train/2909830fc390.jpg,22,114,77,211,opacity
D:/keras-retinanet/train/0c5283a41d9d.jpg,12,58,73,158,opacity
D:/keras-retinanet/train/79b7ba0210bb.jpg,148,58,228,186,opacity
D:/keras-retinanet/train/79b7ba0210bb.jpg,39,45,106,191,opacity
D:/keras-retinanet/train/4a49c6fab60b.jpg,191,97,245,159,opacity
D:/keras-retinanet/train/4a49c6fab60b.jpg,70,168,114,240,opacity
D:/keras-retinanet/train/10181eeb21eb.jpg,195,83,240,192,opacity
D:/keras-retinanet/train/10181eeb21eb.jpg,58,84,85,112,opacity
D:/keras-retinanet/train/cc54237ef4db.jpg,147,65,205,106,opacity
D:/keras-retinanet/train/7e99b9eb897b.jpg,64,65,99,95,opacity
D:/keras-retinanet/train/7e99b9eb897b.jpg,186,75,216,104,opacity
D:/keras-retinanet/train/3030bfea4cc1.jpg,134,57,185,187,opacity
D:/keras-retinanet/train/3030bfea4cc1.jpg,34,60,89,166,opacity
D:/keras-retinanet/train/8671f7920c4f.jpg,175,161,231,255,opacity
D:/keras-retinanet/train/8671f7920c4f.jpg,41,175,107,253,opacity
D:/keras-retinanet/train/3137a8c7c4b9.jpg,40,37,91,169,opacity
D:/keras-retinanet/train/044839a5b51f.jpg,68,51,117,181,opacity
D:/keras-retinanet/train/044839a5b51f.jpg,174,90,224,185,opacity
D:/keras-retinanet/train/8128e3db6050.jpg,55,139,97,195,opacity
D:/keras-retinanet/train/8128e3db6050.jpg,168,158,229,226,opacity
D:/keras-retinanet/train/015ac3c7199d.jpg,160,11,252,232,opacity
D:/keras-retinanet/train/015ac3c7199d.jpg,42,11,114,218,opacity
D:/keras-retinanet/train/db4f4f01f852.jpg,26,136,99,198,opacity
D:/keras-retinanet/train/db4f4f01f852.jpg,150,138,219,200,opacity
D:/keras-retinanet/train/0cd6f72ea375.jpg,146,97,186,179,opacity
D:/keras-retinanet/train/7e35c1c82ff3.jpg,57,101,121,175,opacity
D:/keras-retinanet/train/7e35c1c82ff3.jpg,155,127,219,194,opacity
D:/keras-retinanet/train/b70e58bfaa55.jpg,149,159,228,213,opacity
D:/keras-retinanet/train/b70e58bfaa55.jpg,27,119,92,215,opacity
D:/keras-retinanet/train/aaa47fa94799.jpg,45,177,97,223,opacity
D:/keras-retinanet/train/b7f90870e6cb.jpg,147,94,225,190,opacity
D:/keras-retinanet/train/b7f90870e6cb.jpg,34,39,98,182,opacity
D:/keras-retinanet/train/24450cd3727d.jpg,32,30,63,109,opacity
D:/keras-retinanet/train/24450cd3727d.jpg,174,42,203,102,opacity
D:/keras-retinanet/train/99bbc821132d.jpg,58,82,110,155,opacity
D:/keras-retinanet/train/99bbc821132d.jpg,197,73,237,165,opacity
D:/keras-retinanet/train/6ad4a0268f1c.jpg,21,85,70,231,opacity
D:/keras-retinanet/train/6ad4a0268f1c.jpg,201,197,254,238,opacity
D:/keras-retinanet/train/7a7a343ae1c1.jpg,34,163,107,220,opacity
D:/keras-retinanet/train/7a7a343ae1c1.jpg,172,148,241,233,opacity
D:/keras-retinanet/train/b485fd7ad826.jpg,140,75,182,149,opacity
D:/keras-retinanet/train/b485fd7ad826.jpg,58,58,85,98,opacity
D:/keras-retinanet/train/9fe6a60764df.jpg,62,96,90,125,opacity
D:/keras-retinanet/train/9fe6a60764df.jpg,168,146,220,192,opacity
D:/keras-retinanet/train/ca614678802e.jpg,37,35,101,146,opacity
D:/keras-retinanet/train/ca614678802e.jpg,144,35,206,155,opacity
D:/keras-retinanet/train/52c97017741a.jpg,152,80,225,199,opacity
D:/keras-retinanet/train/52c97017741a.jpg,58,20,136,160,opacity
D:/keras-retinanet/train/141d909aeeec.jpg,53,145,87,177,opacity
D:/keras-retinanet/train/141d909aeeec.jpg,186,145,207,185,opacity
D:/keras-retinanet/train/4fe716de1262.jpg,130,61,226,215,opacity
D:/keras-retinanet/train/4fe716de1262.jpg,25,55,111,208,opacity
D:/keras-retinanet/train/3e6feb41cc6a.jpg,168,25,208,134,opacity
D:/keras-retinanet/train/3e6feb41cc6a.jpg,58,12,92,101,opacity
D:/keras-retinanet/train/0f501fe67203.jpg,139,44,211,171,opacity
D:/keras-retinanet/train/0f501fe67203.jpg,50,48,102,194,opacity
D:/keras-retinanet/train/460716e5a10f.jpg,135,55,199,151,opacity
D:/keras-retinanet/train/460716e5a10f.jpg,16,27,105,158,opacity
D:/keras-retinanet/train/a81a66becc7b.jpg,146,161,215,219,opacity
D:/keras-retinanet/train/98721e6d2bde.jpg,62,149,101,183,opacity
D:/keras-retinanet/train/98721e6d2bde.jpg,69,117,100,146,opacity
D:/keras-retinanet/train/98721e6d2bde.jpg,58,66,103,112,opacity
D:/keras-retinanet/train/98721e6d2bde.jpg,183,161,225,203,opacity
D:/keras-retinanet/train/0ecb5373eee0.jpg,38,69,73,151,opacity
D:/keras-retinanet/train/0ecb5373eee0.jpg,179,81,200,157,opacity
D:/keras-retinanet/train/0ecab6ede004.jpg,185,114,213,174,opacity
D:/keras-retinanet/train/5687abeb8010.jpg,139,67,203,199,opacity
D:/keras-retinanet/train/5687abeb8010.jpg,32,66,99,194,opacity
D:/keras-retinanet/train/fe7fd0793fb3.jpg,65,101,108,163,opacity
D:/keras-retinanet/train/343699137ae1.jpg,38,113,106,163,opacity
D:/keras-retinanet/train/343699137ae1.jpg,182,125,248,178,opacity
D:/keras-retinanet/train/42c79b2cde7f.jpg,37,58,100,166,opacity
D:/keras-retinanet/train/42c79b2cde7f.jpg,170,47,220,160,opacity
D:/keras-retinanet/train/920d7ef35702.jpg,165,170,222,235,opacity
D:/keras-retinanet/train/920d7ef35702.jpg,57,178,114,218,opacity
D:/keras-retinanet/train/920d7ef35702.jpg,158,55,189,114,opacity
D:/keras-retinanet/train/9aec542242bc.jpg,25,29,97,180,opacity
D:/keras-retinanet/train/9aec542242bc.jpg,128,30,184,189,opacity
D:/keras-retinanet/train/2ea9add1d985.jpg,34,94,106,203,opacity
D:/keras-retinanet/train/2ea9add1d985.jpg,155,107,222,208,opacity
D:/keras-retinanet/train/4467cda706e7.jpg,7,88,78,189,opacity
D:/keras-retinanet/train/4467cda706e7.jpg,128,72,206,204,opacity
D:/keras-retinanet/train/c3691b9bc16b.jpg,43,85,106,137,opacity
D:/keras-retinanet/train/c3691b9bc16b.jpg,155,59,216,133,opacity
D:/keras-retinanet/train/b297e82a912c.jpg,61,140,111,187,opacity
D:/keras-retinanet/train/b297e82a912c.jpg,175,143,214,196,opacity
D:/keras-retinanet/train/e4e568ccef7e.jpg,173,71,232,212,opacity
D:/keras-retinanet/train/e4e568ccef7e.jpg,65,61,103,172,opacity
